customer_id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
id_32616,36,blue-collar,married,secondary,0,4,1,0,unknown,4,jun,871,9,0,unknown,0
id_31700,56,retired,married,secondary,0,652,0,0,cellular,5,aug,809,1,0,unknown,0
id_12004,66,unknown,divorced,unknown,0,1991,1,0,cellular,6,jul,839,4,0,unknown,0
id_9979,26,admin.,single,secondary,0,-31,0,1,cellular,8,jul,837,1,0,unknown,0
id_30160,58,blue-collar,married,primary,0,137,0,0,cellular,4,aug,810,1,0,unknown,0
id_27078,31,management,married,tertiary,0,153,0,0,cellular,21,aug,793,1,0,unknown,0
id_228,42,blue-collar,married,primary,0,-512,0,1,telephone,8,jul,837,3,0,unknown,0
id_40934,30,services,married,secondary,0,-482,1,0,unknown,27,may,879,1,0,unknown,0
id_23064,58,blue-collar,married,secondary,0,5267,1,0,telephone,17,nov,705,1,0,unknown,0
id_5686,56,blue-collar,married,primary,0,2110,0,0,cellular,12,aug,802,2,0,unknown,1
id_14974,38,management,married,tertiary,0,4821,0,1,cellular,18,jul,827,7,0,unknown,0
id_667,40,self-employed,married,tertiary,0,598,1,0,unknown,19,may,887,9,0,unknown,0
id_26141,40,services,married,secondary,0,1,1,0,cellular,21,nov,701,1,2,failure,0
id_29103,33,blue-collar,divorced,primary,1,-3,1,0,cellular,11,may,895,2,1,failure,0
id_42567,39,blue-collar,married,primary,0,5,1,0,cellular,25,jul,820,2,0,unknown,0
id_1901,34,admin.,single,secondary,0,687,1,0,cellular,5,may,901,3,2,failure,0
id_22521,25,blue-collar,married,secondary,0,80,1,0,cellular,4,feb,991,1,0,unknown,0
id_29326,38,technician,married,secondary,0,-3,1,0,cellular,16,apr,920,4,1,other,0
id_40371,51,services,married,unknown,0,465,1,0,telephone,15,jul,830,2,0,unknown,0
id_36611,47,management,divorced,secondary,0,1212,1,0,unknown,2,jun,873,7,0,unknown,0
id_516,25,blue-collar,single,secondary,0,-92,1,0,cellular,18,may,888,2,0,unknown,0
id_12464,30,blue-collar,married,secondary,0,3171,1,0,unknown,21,may,885,1,0,unknown,0
id_15449,57,technician,married,secondary,0,5615,1,0,unknown,15,may,891,1,0,unknown,0
id_12232,30,management,married,tertiary,0,17942,1,0,unknown,23,may,883,1,0,unknown,0
id_38477,48,services,single,secondary,0,564,1,0,cellular,12,may,894,1,2,other,0
id_4149,27,blue-collar,single,primary,0,-38,0,0,cellular,16,jul,829,1,0,unknown,0
id_20183,33,management,single,tertiary,0,0,0,0,cellular,26,aug,788,20,0,unknown,0
id_29892,49,services,married,secondary,0,219,1,0,cellular,12,may,894,3,2,failure,0
id_13330,48,management,divorced,secondary,0,765,0,1,cellular,28,jan,998,2,15,other,0
id_39572,33,management,married,tertiary,0,4945,1,0,cellular,17,jul,828,2,0,unknown,0
id_22938,30,management,married,tertiary,0,1105,1,0,cellular,27,may,879,4,5,failure,0
id_20835,44,management,married,tertiary,1,57,1,0,cellular,20,nov,702,4,0,unknown,0
id_12260,33,blue-collar,single,secondary,0,639,1,0,cellular,17,jul,828,2,0,unknown,0
id_18841,30,admin.,single,secondary,0,-277,1,0,cellular,8,may,898,4,4,other,0
id_12192,29,blue-collar,single,primary,0,2824,1,0,cellular,5,may,901,1,0,unknown,0
id_40366,34,management,single,tertiary,0,-292,1,0,cellular,18,may,888,2,6,failure,0
id_4320,39,blue-collar,single,secondary,0,1185,1,0,cellular,20,nov,702,2,0,unknown,0
id_22866,47,management,divorced,tertiary,0,807,0,0,cellular,4,jun,871,3,0,unknown,1
id_1553,21,blue-collar,single,secondary,0,5140,1,0,unknown,30,may,876,3,0,unknown,0
id_9951,31,admin.,married,secondary,0,-1,1,0,cellular,10,jul,835,1,0,unknown,0
id_25872,38,technician,married,secondary,0,-3,1,0,cellular,6,apr,930,3,2,other,0
id_34600,49,management,single,secondary,0,5,0,0,cellular,4,feb,991,1,0,unknown,0
id_19295,39,blue-collar,married,secondary,0,417,0,0,cellular,31,jul,814,5,0,unknown,0
id_36417,39,technician,married,secondary,0,1,0,0,cellular,15,apr,921,2,0,unknown,0
id_11493,36,blue-collar,married,primary,0,1592,0,0,telephone,8,may,898,1,0,unknown,0
id_1511,33,blue-collar,single,secondary,0,2086,1,0,unknown,20,may,886,1,0,unknown,0
id_26250,70,retired,married,primary,0,4,0,0,cellular,29,dec,663,2,0,unknown,0
id_9971,47,management,married,secondary,0,605,0,0,cellular,20,aug,794,6,0,unknown,0
id_40923,48,technician,married,secondary,0,183,1,0,cellular,20,aug,794,2,0,unknown,0
id_40039,25,blue-collar,married,secondary,0,202,1,1,cellular,17,apr,919,3,0,unknown,0
id_20332,28,unemployed,single,tertiary,0,1155,0,0,cellular,12,aug,802,1,1,success,0
id_13036,49,management,married,tertiary,0,834,0,0,cellular,17,nov,705,1,2,failure,0
id_30585,35,blue-collar,married,secondary,0,2428,1,0,cellular,20,nov,702,1,0,unknown,0
id_3766,51,blue-collar,married,primary,0,1137,1,0,cellular,6,aug,808,2,0,unknown,0
id_20756,37,technician,married,tertiary,0,4591,1,0,cellular,8,oct,745,2,2,success,1
id_22375,38,blue-collar,married,secondary,0,609,0,1,cellular,27,aug,787,6,0,unknown,0
id_40533,38,blue-collar,married,primary,0,397,1,0,unknown,12,jun,863,1,0,unknown,0
id_24341,39,admin.,single,secondary,0,442,0,0,unknown,16,jun,859,4,0,unknown,0
id_40963,47,management,married,tertiary,0,5044,0,0,cellular,22,aug,792,7,0,unknown,0
id_18253,35,admin.,married,tertiary,0,2689,1,0,cellular,8,apr,928,1,0,unknown,0
id_15457,26,technician,single,tertiary,0,428,1,0,unknown,9,may,897,1,0,unknown,0
id_27929,38,technician,married,secondary,0,67,1,1,cellular,18,nov,704,2,3,failure,0
id_3100,29,management,married,tertiary,0,11,0,0,telephone,29,aug,785,2,0,unknown,0
id_15138,35,technician,married,tertiary,0,119,0,0,cellular,8,may,898,2,0,unknown,0
id_10596,40,blue-collar,married,unknown,0,617,1,0,cellular,20,apr,916,5,0,unknown,1
id_43875,60,services,married,secondary,0,4430,0,0,cellular,5,aug,809,1,5,other,0
id_39770,41,technician,married,tertiary,0,-3,0,0,unknown,20,jun,855,1,0,unknown,0
id_21999,32,management,married,tertiary,0,394,0,0,cellular,28,jan,998,2,0,unknown,0
id_2965,46,management,married,tertiary,0,219,0,0,cellular,28,aug,786,22,0,unknown,0
id_24438,23,self-employed,single,tertiary,0,560,0,0,telephone,26,may,880,2,0,unknown,0
id_30602,43,management,divorced,tertiary,0,-255,0,1,cellular,29,jan,997,1,0,unknown,0
id_23205,37,management,married,tertiary,0,-830,0,0,unknown,27,may,879,1,0,unknown,0
id_7926,45,services,divorced,secondary,0,397,1,1,cellular,1,apr,935,4,4,failure,0
id_17481,35,management,married,tertiary,0,14,1,0,cellular,18,nov,704,1,1,failure,0
id_24631,53,technician,divorced,secondary,0,464,1,0,unknown,30,may,876,4,0,unknown,0
id_11168,27,blue-collar,single,secondary,0,432,0,1,cellular,7,jul,838,1,0,unknown,0
id_42624,55,management,married,tertiary,0,7247,1,1,cellular,4,feb,991,2,1,failure,0
id_20086,54,blue-collar,married,primary,0,194,0,0,unknown,9,jun,866,2,0,unknown,0
id_11078,48,technician,married,secondary,0,318,0,0,cellular,13,aug,801,4,0,unknown,0
id_32405,25,unemployed,single,secondary,0,3461,0,0,cellular,3,feb,992,1,0,unknown,0
id_28636,77,retired,divorced,secondary,0,3419,0,0,cellular,12,nov,710,1,0,unknown,1
id_24233,38,services,single,secondary,0,-111,1,0,cellular,13,may,893,4,0,unknown,0
id_17727,29,admin.,married,tertiary,0,2827,1,0,cellular,18,nov,704,2,0,unknown,0
id_43547,29,technician,single,secondary,0,449,1,0,unknown,2,jun,873,8,0,unknown,0
id_12219,31,services,single,secondary,0,124,1,0,unknown,3,jun,872,4,0,unknown,0
id_43545,39,technician,married,secondary,0,497,1,0,cellular,17,jul,828,3,0,unknown,0
id_4455,36,admin.,single,secondary,1,8,0,0,unknown,28,may,878,2,0,unknown,0
id_37393,33,blue-collar,married,secondary,0,665,1,0,cellular,14,may,892,5,27,other,0
id_5856,47,admin.,married,secondary,0,304,0,0,cellular,25,aug,789,4,0,unknown,0
id_7570,38,blue-collar,married,secondary,0,804,1,1,cellular,18,nov,704,2,0,unknown,0
id_7613,38,technician,single,secondary,0,294,1,0,cellular,28,aug,786,14,0,unknown,0
id_44313,32,unemployed,single,secondary,0,231,1,0,cellular,8,may,898,8,4,failure,0
id_6815,52,blue-collar,married,secondary,0,978,0,0,cellular,25,aug,789,6,0,unknown,0
id_40707,58,blue-collar,married,primary,0,493,0,0,cellular,14,aug,800,10,0,unknown,0
id_11512,29,management,married,tertiary,0,477,0,0,cellular,22,apr,914,1,0,unknown,0
id_15000,31,blue-collar,married,primary,0,303,1,1,cellular,8,jul,837,2,0,unknown,0
id_26748,39,management,divorced,tertiary,0,1247,0,0,cellular,26,aug,788,4,0,unknown,1
id_10273,40,technician,single,tertiary,0,444,1,0,cellular,17,apr,919,1,1,failure,0
id_10939,60,retired,married,primary,0,1738,0,0,cellular,11,sep,772,4,0,unknown,0
id_35484,26,blue-collar,single,secondary,0,7472,1,0,cellular,7,may,899,1,0,unknown,0
id_2506,53,technician,married,tertiary,0,-6,0,0,cellular,25,aug,789,9,0,unknown,0
id_6390,19,blue-collar,single,primary,0,3199,1,0,unknown,28,may,878,2,0,unknown,0
id_33976,55,management,married,tertiary,0,536,0,0,cellular,19,nov,703,2,0,unknown,0
id_17977,49,technician,married,tertiary,0,9204,0,0,cellular,18,aug,796,3,0,unknown,0
id_43264,51,management,married,tertiary,0,63,1,0,cellular,2,feb,993,3,1,other,0
id_37675,35,management,single,secondary,0,219,1,0,cellular,18,may,888,4,0,unknown,0
id_24029,33,blue-collar,married,secondary,0,-261,1,0,cellular,15,may,891,1,4,failure,0
id_30145,30,blue-collar,married,secondary,0,1783,1,1,unknown,3,jun,872,6,0,unknown,0
id_13111,61,blue-collar,married,secondary,0,36,1,0,cellular,18,may,888,5,0,unknown,0
id_28178,25,unemployed,single,secondary,0,-5,1,0,cellular,21,jul,824,6,0,unknown,0
id_29189,30,technician,married,tertiary,0,18,0,0,cellular,22,aug,792,5,0,unknown,0
id_23307,49,services,married,secondary,0,4692,1,0,cellular,31,jul,814,1,0,unknown,0
id_13689,38,technician,married,secondary,0,432,1,1,unknown,4,aug,810,1,0,unknown,0
id_1207,36,services,single,secondary,0,326,1,0,cellular,11,may,895,1,1,failure,0
id_30664,36,blue-collar,married,secondary,0,2834,0,0,unknown,6,jun,869,3,0,unknown,0
id_20928,41,services,married,primary,0,4901,1,0,cellular,18,may,888,1,2,failure,0
id_29515,39,services,single,secondary,0,20,1,0,cellular,2,feb,993,1,2,other,0
id_9808,26,blue-collar,single,secondary,0,77,0,1,cellular,7,jul,838,1,0,unknown,0
id_34862,36,technician,divorced,secondary,0,-435,1,0,unknown,2,jun,873,8,0,unknown,0
id_21425,28,management,married,tertiary,0,200,1,1,cellular,11,aug,803,2,4,success,0
id_18569,44,entrepreneur,married,secondary,0,127,1,0,telephone,7,jul,838,2,0,unknown,0
id_14515,51,blue-collar,married,primary,0,521,1,0,unknown,19,may,887,2,0,unknown,0
id_39151,34,self-employed,married,tertiary,0,203,1,0,cellular,31,jul,814,5,0,unknown,0
id_1823,33,admin.,married,secondary,0,201,1,1,cellular,7,may,899,2,0,unknown,0
id_13511,51,technician,divorced,secondary,0,133,0,1,cellular,10,jul,835,4,0,unknown,0
id_37097,43,blue-collar,married,primary,0,413,1,0,unknown,15,may,891,13,0,unknown,0
id_30456,34,admin.,single,secondary,0,62,1,0,cellular,17,apr,919,1,0,unknown,1
id_14637,28,blue-collar,married,secondary,0,192,1,0,unknown,26,jun,849,7,0,unknown,0
id_38231,52,technician,married,secondary,0,-1078,1,0,cellular,31,jul,814,2,0,unknown,0
id_41050,33,services,single,secondary,0,2041,1,0,cellular,18,nov,704,1,1,failure,0
id_28285,27,services,married,secondary,0,690,1,0,cellular,14,apr,922,2,1,other,0
id_24503,37,services,single,secondary,0,917,1,0,unknown,29,may,877,1,0,unknown,0
id_600,49,blue-collar,married,primary,0,584,1,0,cellular,20,aug,794,18,0,unknown,0
id_32255,43,management,married,tertiary,0,-4,0,0,cellular,13,aug,801,2,0,unknown,0
id_35536,33,blue-collar,married,secondary,0,861,1,1,cellular,13,may,893,1,0,unknown,0
id_39602,30,admin.,single,tertiary,0,164,1,0,cellular,9,feb,986,7,0,unknown,0
id_14479,36,blue-collar,married,secondary,0,656,1,1,cellular,7,may,899,4,3,failure,0
id_14834,38,admin.,married,primary,0,192,1,0,cellular,17,apr,919,1,0,unknown,0
id_5223,48,management,married,tertiary,0,1448,0,0,cellular,4,may,902,1,0,unknown,0
id_339,33,services,married,secondary,0,1459,1,0,unknown,3,jun,872,1,0,unknown,0
id_33925,28,blue-collar,single,secondary,0,762,1,0,unknown,9,may,897,1,0,unknown,1
id_32532,40,technician,married,secondary,0,-929,1,0,cellular,16,apr,920,1,0,unknown,0
id_14052,30,admin.,married,secondary,0,202,0,0,cellular,3,aug,811,3,0,unknown,0
id_16782,32,technician,single,tertiary,0,1531,1,0,cellular,9,feb,986,1,3,failure,0
id_13564,51,technician,married,secondary,0,4934,0,1,cellular,2,feb,993,2,0,unknown,0
id_23254,32,services,single,secondary,0,99,1,0,cellular,11,may,895,1,0,unknown,0
id_26686,38,unemployed,married,primary,0,183,1,0,cellular,29,jul,816,1,0,unknown,0
id_42183,33,management,married,tertiary,0,1814,0,0,cellular,4,nov,718,1,2,failure,0
id_227,40,blue-collar,married,secondary,0,1046,1,0,unknown,8,may,898,2,0,unknown,0
id_30118,32,technician,married,secondary,0,588,1,0,telephone,11,nov,711,1,0,unknown,0
id_34592,41,blue-collar,married,primary,0,8013,0,0,unknown,16,jun,859,1,0,unknown,0
id_25769,26,admin.,married,secondary,0,298,1,0,cellular,16,apr,920,3,0,unknown,0
id_43677,26,blue-collar,single,secondary,0,-550,1,1,cellular,15,may,891,1,0,unknown,0
id_42943,33,self-employed,married,secondary,0,593,1,0,cellular,20,apr,916,1,0,unknown,0
id_5910,53,housemaid,divorced,tertiary,0,4302,0,0,cellular,22,jul,823,2,0,unknown,0
id_6447,28,technician,single,secondary,0,786,1,1,cellular,20,nov,702,4,0,unknown,0
id_29775,30,admin.,married,secondary,0,752,1,0,cellular,21,nov,701,4,1,failure,0
id_27875,47,self-employed,divorced,tertiary,0,39,1,0,cellular,16,jul,829,2,0,unknown,0
id_34426,35,self-employed,single,secondary,0,596,0,0,cellular,6,may,900,1,0,unknown,0
id_40991,51,management,divorced,tertiary,0,11999,0,0,cellular,21,nov,701,1,0,unknown,0
id_28374,54,blue-collar,married,primary,0,561,0,0,telephone,16,jul,829,1,0,unknown,0
id_15678,35,blue-collar,single,secondary,0,53,1,1,unknown,5,may,901,1,0,unknown,0
id_32308,60,retired,divorced,tertiary,0,4,1,0,unknown,2,jun,873,2,0,unknown,0
id_33507,32,technician,single,secondary,0,231,0,0,cellular,1,apr,935,1,2,failure,0
id_38286,53,self-employed,married,secondary,0,1376,0,0,unknown,20,jun,855,2,0,unknown,0
id_34931,55,self-employed,married,tertiary,0,193,1,0,cellular,7,may,899,1,0,unknown,0
id_3823,33,admin.,married,secondary,0,468,1,0,unknown,20,may,886,1,0,unknown,0
id_36395,33,technician,married,tertiary,0,28,0,0,unknown,24,feb,971,1,0,unknown,0
id_17089,36,services,married,primary,0,179,0,0,unknown,9,jun,866,1,0,unknown,0
id_38923,80,retired,married,tertiary,0,3664,0,0,cellular,30,jun,845,1,0,unknown,0
id_2152,58,retired,married,unknown,0,571,0,0,cellular,22,aug,792,3,0,unknown,0
id_5753,22,self-employed,single,tertiary,0,2986,1,0,unknown,27,may,879,1,0,unknown,1
id_22028,50,management,married,secondary,0,49,0,0,cellular,6,feb,989,4,0,unknown,0
id_1999,33,admin.,single,secondary,0,-307,1,1,unknown,27,may,879,5,0,unknown,0
id_31431,35,blue-collar,married,primary,0,8131,1,0,unknown,20,may,886,1,0,unknown,0
id_24605,54,management,married,tertiary,0,1331,0,0,cellular,25,aug,789,9,0,unknown,0
id_35941,53,blue-collar,married,primary,0,-862,1,0,unknown,9,may,897,5,0,unknown,0
id_23001,56,admin.,married,unknown,0,905,0,0,cellular,28,jan,998,1,0,unknown,0
id_17630,32,admin.,married,secondary,0,1297,1,0,unknown,7,may,899,2,0,unknown,0
id_9124,38,services,divorced,secondary,0,5870,0,0,unknown,8,may,898,2,0,unknown,0
id_16670,36,management,single,tertiary,0,885,0,0,unknown,19,may,887,4,0,unknown,0
id_45060,40,management,married,tertiary,0,-4,0,0,cellular,31,jul,814,17,0,unknown,0
id_3946,47,unknown,married,secondary,0,2123,0,0,cellular,19,aug,795,15,0,unknown,0
id_4608,32,services,married,tertiary,0,280,1,0,cellular,17,apr,919,4,0,unknown,0
id_38410,53,technician,married,tertiary,0,1347,1,1,cellular,30,apr,906,1,2,success,0
id_19596,39,admin.,married,secondary,0,123,0,0,cellular,22,jul,823,6,0,unknown,0
id_38946,28,admin.,married,secondary,0,4145,1,0,unknown,4,jun,871,1,0,unknown,0
id_9110,48,unemployed,single,primary,0,58,0,0,cellular,30,jul,815,4,0,unknown,0
id_16562,32,blue-collar,single,unknown,0,86,0,0,cellular,13,may,893,2,0,unknown,0
id_44711,48,technician,married,primary,0,1550,0,0,unknown,20,jun,855,5,0,unknown,0
id_13454,37,technician,single,tertiary,0,524,0,0,cellular,8,aug,806,1,0,unknown,0
id_19240,36,self-employed,married,tertiary,0,96,1,0,cellular,28,jul,817,6,0,unknown,0
id_15249,43,services,divorced,secondary,0,52,1,0,unknown,6,may,900,5,0,unknown,0
id_1077,34,technician,single,tertiary,0,8048,1,0,cellular,18,may,888,1,13,failure,0
id_15528,30,admin.,single,secondary,0,166,1,0,unknown,11,jun,864,10,0,unknown,0
id_27254,31,management,divorced,tertiary,0,390,0,0,cellular,6,feb,989,5,0,unknown,0
id_8677,36,unemployed,married,tertiary,0,9876,0,0,cellular,29,jul,816,2,0,unknown,0
id_42953,44,unemployed,married,tertiary,0,579,0,0,cellular,3,jun,872,2,1,success,1
id_34569,33,student,single,tertiary,0,67,0,0,cellular,2,jun,873,2,0,unknown,1
id_1645,61,technician,married,secondary,0,2341,0,1,telephone,23,jul,822,1,0,unknown,0
id_29394,28,services,married,secondary,0,1307,1,1,unknown,21,may,885,1,0,unknown,0
id_35464,29,management,single,tertiary,0,6544,1,0,cellular,15,may,891,4,5,failure,1
id_2928,46,services,married,secondary,0,2413,1,0,cellular,24,jul,821,2,0,unknown,0
id_3292,40,services,single,secondary,0,519,1,0,cellular,11,may,895,1,1,failure,0
id_16989,27,unemployed,single,secondary,0,-230,1,0,cellular,21,jul,824,1,0,unknown,0
id_39824,22,blue-collar,single,primary,0,8622,1,0,cellular,15,may,891,1,1,failure,0
id_15426,50,technician,married,secondary,0,144,0,0,cellular,21,aug,793,4,0,unknown,0
id_2590,46,housemaid,married,primary,0,74,1,0,cellular,11,jul,834,2,0,unknown,0
id_26014,45,blue-collar,divorced,primary,0,2775,0,1,cellular,8,jul,837,1,0,unknown,0
id_18799,44,technician,single,unknown,0,11116,0,0,cellular,30,apr,906,1,0,unknown,1
id_41780,39,blue-collar,married,secondary,0,53,1,0,cellular,22,jul,823,2,0,unknown,0
id_15434,38,blue-collar,divorced,secondary,0,-13,0,0,unknown,5,jun,870,2,0,unknown,0
id_28508,33,management,married,tertiary,0,3157,0,1,cellular,5,aug,809,1,0,unknown,0
id_31042,55,retired,married,secondary,0,3541,1,0,telephone,29,jul,816,17,0,unknown,0
id_9922,41,self-employed,divorced,secondary,0,479,1,0,cellular,17,jul,828,3,0,unknown,0
id_30049,29,blue-collar,married,secondary,0,1241,1,0,unknown,21,may,885,1,0,unknown,0
id_14043,40,blue-collar,married,secondary,0,9,1,0,cellular,14,may,892,3,0,unknown,0
id_34616,43,technician,married,tertiary,0,140,0,0,cellular,18,aug,796,2,0,unknown,0
id_28021,31,entrepreneur,married,tertiary,0,5186,0,0,cellular,20,nov,702,2,0,unknown,0
id_30952,59,retired,married,secondary,0,12436,0,0,cellular,5,aug,809,1,0,unknown,0
id_26416,47,blue-collar,divorced,unknown,0,2809,1,0,unknown,20,jun,855,37,0,unknown,0
id_25627,39,technician,married,secondary,0,3029,0,0,unknown,29,may,877,1,0,unknown,0
id_33020,50,blue-collar,single,primary,0,245,1,0,cellular,15,may,891,5,0,unknown,0
id_1163,35,housemaid,married,primary,0,2408,0,0,cellular,4,aug,810,1,0,unknown,0
id_41412,53,self-employed,married,secondary,0,530,1,0,cellular,2,feb,993,1,4,failure,0
id_36707,45,blue-collar,married,primary,0,551,1,0,cellular,12,may,894,2,2,failure,0
id_31804,51,blue-collar,married,primary,0,4795,1,0,telephone,21,nov,701,3,2,failure,0
id_3713,29,admin.,married,tertiary,0,149,1,0,cellular,5,jun,870,1,0,unknown,0
id_26171,31,blue-collar,single,secondary,0,984,1,0,cellular,14,may,892,1,0,unknown,0
id_25684,35,entrepreneur,married,unknown,0,1133,1,0,cellular,7,may,899,4,3,failure,0
id_152,50,entrepreneur,single,unknown,0,204,0,0,cellular,28,jul,817,3,0,unknown,0
id_22281,47,housemaid,married,primary,0,106,0,0,cellular,4,aug,810,1,0,unknown,0
id_18717,36,admin.,single,secondary,0,111,1,0,unknown,6,may,900,1,0,unknown,0
id_20119,55,retired,married,primary,0,738,0,0,unknown,20,oct,733,1,0,unknown,0
id_12836,72,retired,married,primary,0,1391,0,0,telephone,20,oct,733,1,0,unknown,1
id_15954,39,management,divorced,tertiary,0,1777,0,0,cellular,15,jul,830,5,0,unknown,1
id_11080,27,management,single,tertiary,0,142,0,0,cellular,1,jun,874,1,0,unknown,0
id_292,46,blue-collar,married,primary,0,1776,1,0,telephone,8,may,898,3,0,unknown,0
id_23688,34,management,married,tertiary,0,1496,1,0,unknown,23,may,883,6,0,unknown,0
id_40032,49,management,married,tertiary,0,150,0,0,cellular,29,aug,785,2,0,unknown,0
id_9078,33,blue-collar,single,primary,0,3753,0,0,unknown,16,jun,859,1,0,unknown,0
id_42657,51,management,married,tertiary,0,238,1,0,cellular,19,nov,703,1,0,unknown,0
id_43785,42,management,married,tertiary,0,2755,1,1,cellular,8,aug,806,2,0,unknown,0
id_30216,34,management,single,tertiary,0,1377,1,0,unknown,23,may,883,3,0,unknown,0
id_14843,29,services,married,secondary,0,3220,0,0,cellular,17,jul,828,3,0,unknown,0
id_41263,35,blue-collar,married,secondary,0,-3,1,0,unknown,21,may,885,3,0,unknown,0
id_19516,34,blue-collar,single,primary,1,84,0,1,cellular,9,feb,986,2,0,unknown,0
id_42474,30,management,single,tertiary,0,823,1,0,unknown,21,may,885,2,0,unknown,0
id_42506,36,technician,single,secondary,0,450,1,0,cellular,13,may,893,1,0,unknown,0
id_41905,32,unemployed,single,primary,0,400,0,0,cellular,22,feb,973,3,0,unknown,0
id_37029,29,management,single,tertiary,0,760,0,0,cellular,16,nov,706,1,0,unknown,1
id_36631,30,unemployed,married,primary,0,1374,0,1,cellular,20,nov,702,2,0,unknown,0
id_38833,36,admin.,single,secondary,0,-36,0,1,cellular,11,aug,803,3,2,success,0
id_24572,38,services,single,unknown,0,-114,1,0,unknown,6,may,900,2,0,unknown,0
id_3636,58,services,divorced,secondary,0,793,0,0,cellular,18,aug,796,7,0,unknown,0
id_40775,40,management,married,tertiary,0,5509,0,0,cellular,20,nov,702,1,0,unknown,0
id_24059,32,admin.,single,secondary,0,1351,1,0,cellular,20,apr,916,1,3,other,0
id_6614,61,management,married,tertiary,0,7050,0,0,cellular,21,nov,701,1,2,failure,1
id_16725,40,blue-collar,married,secondary,0,-142,1,0,cellular,15,apr,921,4,0,unknown,0
id_37855,30,management,single,secondary,0,-110,1,0,unknown,27,may,879,3,0,unknown,0
id_40589,35,management,married,tertiary,0,6997,0,0,unknown,20,jun,855,2,0,unknown,0
id_12987,48,admin.,divorced,primary,0,1091,1,0,cellular,18,nov,704,1,2,other,0
id_28996,49,blue-collar,married,secondary,1,449,1,1,cellular,7,jul,838,4,0,unknown,0
id_34936,37,admin.,married,tertiary,0,284,0,0,cellular,30,apr,906,2,0,unknown,1
id_3626,36,admin.,married,secondary,0,587,0,0,cellular,3,feb,992,2,0,unknown,0
id_26636,34,services,married,secondary,0,851,1,0,unknown,2,jun,873,1,0,unknown,0
id_5252,35,admin.,married,secondary,0,6706,0,0,cellular,26,mar,941,2,0,unknown,0
id_19531,50,technician,divorced,tertiary,0,1,0,0,cellular,18,jul,827,1,0,unknown,0
id_23862,56,admin.,married,secondary,0,357,0,0,telephone,27,aug,787,6,0,unknown,0
id_33977,83,retired,divorced,unknown,0,3,0,0,telephone,16,oct,737,1,0,unknown,0
id_21279,23,blue-collar,married,secondary,0,684,1,0,unknown,26,may,880,3,0,unknown,1
id_11759,38,entrepreneur,married,secondary,0,-241,1,0,cellular,20,apr,916,3,0,unknown,1
id_42471,48,blue-collar,married,primary,0,660,0,0,cellular,30,jan,996,4,2,failure,0
id_17722,49,blue-collar,married,secondary,0,2634,1,0,unknown,14,may,892,2,0,unknown,0
id_18314,48,blue-collar,married,tertiary,0,263,1,0,cellular,13,may,893,3,0,unknown,0
id_4958,45,self-employed,married,primary,1,383,0,0,cellular,6,aug,808,2,0,unknown,0
id_33384,33,technician,married,secondary,0,3,1,1,cellular,20,apr,916,6,0,unknown,0
id_34121,43,blue-collar,married,primary,0,3806,1,0,cellular,20,nov,702,3,0,unknown,0
id_40424,54,housemaid,single,primary,0,1239,0,0,unknown,17,jun,858,3,0,unknown,0
id_22587,52,services,married,secondary,0,80,0,0,cellular,27,may,879,2,0,unknown,0
id_3474,45,technician,divorced,secondary,0,1017,0,0,cellular,15,jun,860,3,0,unknown,0
id_9822,28,management,married,tertiary,0,8627,0,0,cellular,8,apr,928,3,0,unknown,0
id_35509,32,management,single,secondary,0,783,1,0,unknown,6,may,900,1,0,unknown,0
id_40193,32,services,single,secondary,0,149,1,0,cellular,17,apr,919,1,1,failure,0
id_31519,34,blue-collar,single,primary,0,3210,1,0,unknown,16,jun,859,2,0,unknown,0
id_32127,23,student,single,secondary,0,484,0,0,cellular,30,apr,906,1,0,unknown,0
id_17430,31,management,single,tertiary,0,6493,0,0,cellular,30,mar,937,3,0,unknown,0
id_37216,49,management,married,tertiary,0,1207,1,0,unknown,13,may,893,1,0,unknown,0
id_37222,45,management,married,secondary,0,484,0,1,cellular,30,jul,815,11,0,unknown,0
id_8442,42,blue-collar,married,secondary,0,4025,1,0,cellular,29,jan,997,3,0,unknown,0
id_4414,57,retired,married,secondary,0,654,0,1,cellular,7,aug,807,4,0,unknown,0
id_35201,27,technician,single,secondary,0,1408,1,0,cellular,5,feb,990,3,0,unknown,0
id_39357,31,admin.,single,secondary,0,-196,1,0,cellular,7,may,899,1,0,unknown,0
id_32537,29,management,single,tertiary,0,542,1,0,unknown,12,may,894,1,0,unknown,0
id_44959,54,management,married,secondary,0,2809,0,0,cellular,21,nov,701,2,0,unknown,0
id_21432,42,management,married,tertiary,0,1789,0,0,cellular,5,aug,809,1,0,unknown,1
id_20972,32,blue-collar,married,secondary,0,1134,1,1,cellular,15,apr,921,1,6,failure,0
id_11697,53,management,divorced,tertiary,0,1261,1,0,cellular,13,may,893,1,0,unknown,0
id_20072,49,technician,married,secondary,1,408,0,0,cellular,27,aug,787,2,0,unknown,0
id_44513,45,technician,married,secondary,0,455,0,0,cellular,28,jan,998,1,0,unknown,0
id_26917,43,unemployed,single,primary,1,0,0,1,cellular,30,jul,815,2,0,unknown,1
